country,year,population_0-19,population_20-39,population_40-59,population_60+
Montserrat,2006,550,1240,1320,840
Montserrat,2007,551,1230,1340,853
Montserrat,2008,559,1230,1370,868
Montserrat,2009,570,1230,1390,877
Montserrat,2010,597,1230,1410,895
Montserrat,2011,624,1220,1420,915
Montserrat,2012,627,1200,1420,927
Montserrat,2013,618,1180,1410,941
Montserrat,2014,596,1180,1390,960
Montserrat,2015,558,1180,1370,981
Montserrat,2016,527,1200,1350,1000
Montserrat,2017,511,1190,1320,1020
Montserrat,2018,497,1180,1310,1040
Montserrat,2019,488,1160,1290,1060
Montserrat,2020,501,1150,1260,1080
Montserrat,2021,507,1130,1230,1110
Montserrat,2022,500,1110,1200,1140
Montserrat,2023,503,1090,1180,1160
Montserrat,2024,510,1060,1180,1170
Morocco,1950,2480000,2580000,1330000,414000
Morocco,1951,2560000,2670000,1340000,425000
Morocco,1952,2660000,2770000,1350000,438000
Morocco,1953,2760000,2870000,1350000,452000
Morocco,1954,2840000,2960000,1350000,467000
Morocco,1955,2900000,3050000,1350000,482000
Morocco,1956,2970000,3130000,1360000,498000
Morocco,1957,3040000,3220000,1370000,513000
Morocco,1958,3090000,3290000,1380000,528000
Morocco,1959,3170000,3350000,1400000,545000
Morocco,1960,3250000,3400000,1420000,561000
Morocco,1961,3320000,3450000,1440000,580000
Morocco,1962,3420000,3500000,1470000,602000
Morocco,1963,3510000,3550000,1500000,624000
Morocco,1964,3610000,3590000,1540000,646000
Morocco,1965,3730000,3630000,1580000,666000
Morocco,1966,3840000,3660000,1640000,683000
Morocco,1967,3960000,3700000,1700000,698000
Morocco,1968,4070000,3740000,1770000,711000
Morocco,1969,4190000,3800000,1850000,722000
Morocco,1970,4290000,3880000,1930000,731000
Morocco,1971,4400000,3960000,2000000,738000
Morocco,1972,4500000,4050000,2090000,743000
Morocco,1973,4610000,4140000,2170000,746000
Morocco,1974,4720000,4250000,2260000,749000
Morocco,1975,4830000,4360000,2340000,754000
Morocco,1976,4950000,4480000,2430000,761000
Morocco,1977,5070000,4620000,2510000,770000
Morocco,1978,5190000,4760000,2590000,782000
Morocco,1979,5300000,4930000,2660000,799000
Morocco,1980,5430000,5110000,2730000,820000
Morocco,1981,5550000,5310000,2790000,847000
Morocco,1982,5680000,5530000,2850000,879000
Morocco,1983,5790000,5750000,2900000,916000
Morocco,1984,5900000,5980000,2950000,958000
Morocco,1985,5970000,6210000,3000000,1000000
Morocco,1986,6020000,6440000,3050000,1060000
Morocco,1987,6030000,6660000,3100000,1110000
Morocco,1988,6050000,6870000,3150000,1170000
Morocco,1989,6060000,7080000,3220000,1240000
Morocco,1990,6080000,7280000,3300000,1300000
Morocco,1991,6100000,7480000,3390000,1360000
Morocco,1992,6130000,7680000,3480000,1420000
Morocco,1993,6130000,7870000,3580000,1490000
Morocco,1994,6140000,8070000,3690000,1550000
Morocco,1995,6170000,8270000,3810000,1610000
Morocco,1996,6200000,8470000,3930000,1670000
Morocco,1997,6240000,8650000,4070000,1730000
Morocco,1998,6270000,8830000,4210000,1780000
Morocco,1999,6300000,9000000,4370000,1830000
Morocco,2000,6320000,9160000,4550000,1880000
Morocco,2001,6330000,9310000,4730000,1940000
Morocco,2002,6350000,9450000,4930000,1990000
Morocco,2003,6340000,9590000,5130000,2040000
Morocco,2004,6350000,9760000,5320000,2090000
Morocco,2005,6380000,9940000,5520000,2140000
Morocco,2006,6390000,10100000,5720000,2210000
Morocco,2007,6430000,10300000,5920000,2290000
Morocco,2008,6470000,10400000,6120000,2360000
Morocco,2009,6500000,10600000,6310000,2450000
Morocco,2010,6510000,10700000,6490000,2540000
Morocco,2011,6520000,10900000,6670000,2650000
Morocco,2012,6510000,11000000,6850000,2760000
Morocco,2013,6490000,11100000,7020000,2890000
Morocco,2014,6450000,11200000,7200000,3020000
Morocco,2015,6410000,11300000,7370000,3170000
Morocco,2016,6370000,11400000,7540000,3320000
Morocco,2017,6330000,11400000,7710000,3480000
Morocco,2018,6290000,11500000,7880000,3650000
Morocco,2019,6260000,11500000,8040000,3830000
Morocco,2020,6270000,11500000,8210000,4000000
Morocco,2021,6270000,11500000,8370000,4160000
Morocco,2022,6280000,11500000,8530000,4340000
Morocco,2023,6310000,11500000,8700000,4520000
Morocco,2024,6340000,11600000,8870000,4700000
Mozambique,1950,1510000,1780000,902000,288000
Mozambique,1951,1510000,1800000,920000,291000
Mozambique,1952,1530000,1810000,937000,294000
Mozambique,1953,1550000,1830000,953000,297000
Mozambique,1954,1570000,1840000,969000,301000
Mozambique,1955,1610000,1850000,984000,305000
Mozambique,1956,1650000,1860000,1000000,309000
Mozambique,1957,1680000,1880000,1020000,313000
Mozambique,1958,1720000,1910000,1030000,317000
Mozambique,1959,1750000,1930000,1040000,322000
Mozambique,1960,1780000,1960000,1060000,327000
Mozambique,1961,1820000,1990000,1080000,333000
Mozambique,1962,1860000,2020000,1100000,338000
Mozambique,1963,1900000,2050000,1120000,344000
Mozambique,1964,1940000,2080000,1140000,351000
Mozambique,1965,1980000,2110000,1160000,359000
Mozambique,1966,2010000,2140000,1180000,367000
Mozambique,1967,2060000,2170000,1210000,376000
Mozambique,1968,2110000,2190000,1230000,386000
Mozambique,1969,2160000,2220000,1250000,397000
Mozambique,1970,2210000,2250000,1280000,409000
Mozambique,1971,2270000,2280000,1310000,422000
Mozambique,1972,2340000,2330000,1340000,436000
Mozambique,1973,2420000,2400000,1350000,452000
Mozambique,1974,2500000,2490000,1360000,469000
Mozambique,1975,2600000,2590000,1370000,487000
Mozambique,1976,2700000,2690000,1380000,506000
Mozambique,1977,2810000,2810000,1390000,525000
Mozambique,1978,2940000,2960000,1390000,546000
Mozambique,1979,3070000,3100000,1400000,566000
Mozambique,1980,3170000,3180000,1410000,580000
Mozambique,1981,3250000,3220000,1430000,591000
Mozambique,1982,3340000,3260000,1460000,601000
Mozambique,1983,3430000,3300000,1500000,609000
Mozambique,1984,3510000,3330000,1530000,616000
Mozambique,1985,3590000,3360000,1560000,620000
Mozambique,1986,3680000,3390000,1590000,624000
Mozambique,1987,3720000,3380000,1610000,619000
Mozambique,1988,3720000,3350000,1610000,611000
Mozambique,1989,3750000,3380000,1630000,610000
Mozambique,1990,3790000,3430000,1670000,613000
Mozambique,1991,3840000,3510000,1710000,619000
Mozambique,1992,3890000,3580000,1760000,624000
Mozambique,1993,4000000,3710000,1830000,637000
Mozambique,1994,4270000,3980000,1980000,672000
Mozambique,1995,4540000,4240000,2110000,705000
Mozambique,1996,4690000,4390000,2190000,722000
Mozambique,1997,4820000,4510000,2250000,738000
Mozambique,1998,4950000,4610000,2290000,753000
Mozambique,1999,5060000,4720000,2330000,769000
Mozambique,2000,5190000,4840000,2360000,786000
Mozambique,2001,5310000,4960000,2380000,805000
Mozambique,2002,5440000,5080000,2400000,826000
Mozambique,2003,5560000,5210000,2420000,848000
Mozambique,2004,5690000,5350000,2440000,871000
Mozambique,2005,5800000,5500000,2460000,894000
Mozambique,2006,5930000,5660000,2480000,917000
Mozambique,2007,6070000,5810000,2510000,941000
Mozambique,2008,6220000,5960000,2550000,967000
Mozambique,2009,6430000,6120000,2590000,996000
Mozambique,2010,6630000,6280000,2640000,1030000
Mozambique,2011,6850000,6450000,2690000,1060000
Mozambique,2012,7090000,6650000,2750000,1090000
Mozambique,2013,7310000,6860000,2810000,1120000
Mozambique,2014,7510000,7080000,2880000,1160000
Mozambique,2015,7700000,7320000,2960000,1190000
Mozambique,2016,7890000,7570000,3030000,1230000
Mozambique,2017,8080000,7850000,3120000,1260000
Mozambique,2018,8270000,8140000,3220000,1290000
Mozambique,2019,8460000,8420000,3340000,1310000
Mozambique,2020,8660000,8710000,3470000,1340000
Mozambique,2021,8860000,9020000,3600000,1360000
Mozambique,2022,9080000,9330000,3740000,1380000
Mozambique,2023,9300000,9650000,3900000,1400000
Mozambique,2024,9550000,9960000,4070000,1430000
Myanmar,1950,4440000,5540000,2960000,965000
Myanmar,1951,4570000,5640000,3020000,989000
Myanmar,1952,4690000,5730000,3070000,1010000
Myanmar,1953,4820000,5830000,3130000,1040000
Myanmar,1954,4930000,5910000,3190000,1070000
Myanmar,1955,5000000,5990000,3250000,1100000
Myanmar,1956,5070000,6070000,3320000,1130000
Myanmar,1957,5160000,6130000,3400000,1160000
Myanmar,1958,5230000,6190000,3470000,1190000
Myanmar,1959,5320000,6250000,3550000,1220000
Myanmar,1960,5410000,6300000,3620000,1260000
Myanmar,1961,5520000,6370000,3700000,1300000
Myanmar,1962,5620000,6430000,3760000,1340000
Myanmar,1963,5740000,6500000,3830000,1380000
Myanmar,1964,5880000,6580000,3910000,1420000
Myanmar,1965,6060000,6650000,3990000,1470000
Myanmar,1966,6250000,6740000,4070000,1510000
Myanmar,1967,6450000,6820000,4160000,1550000
Myanmar,1968,6670000,6910000,4250000,1600000
Myanmar,1969,6850000,7040000,4350000,1640000
Myanmar,1970,7010000,7200000,4450000,1690000
Myanmar,1971,7160000,7370000,4540000,1730000
Myanmar,1972,7310000,7550000,4640000,1770000
Myanmar,1973,7440000,7730000,4740000,1820000
Myanmar,1974,7570000,7910000,4820000,1860000
Myanmar,1975,7680000,8100000,4900000,1910000
Myanmar,1976,7800000,8300000,4970000,1970000
Myanmar,1977,7920000,8520000,5030000,2020000
Myanmar,1978,8030000,8760000,5090000,2080000
Myanmar,1979,8160000,9010000,5150000,2140000
Myanmar,1980,8290000,9280000,5200000,2200000
Myanmar,1981,8410000,9550000,5250000,2250000
Myanmar,1982,8550000,9830000,5300000,2300000
Myanmar,1983,8690000,10100000,5360000,2360000
Myanmar,1984,8840000,10500000,5430000,2420000
Myanmar,1985,8980000,10800000,5490000,2480000
Myanmar,1986,9090000,11200000,5560000,2540000
Myanmar,1987,9150000,11500000,5630000,2610000
Myanmar,1988,9170000,11900000,5700000,2670000
Myanmar,1989,9160000,12200000,5800000,2740000
Myanmar,1990,9170000,12500000,5930000,2810000
Myanmar,1991,9180000,12700000,6070000,2870000
Myanmar,1992,9200000,13000000,6220000,2940000
Myanmar,1993,9260000,13200000,6370000,3000000
Myanmar,1994,9320000,13500000,6540000,3060000
Myanmar,1995,9380000,13700000,6730000,3120000
Myanmar,1996,9430000,14000000,6930000,3180000
Myanmar,1997,9490000,14200000,7140000,3230000
Myanmar,1998,9540000,14400000,7360000,3290000
Myanmar,1999,9600000,14700000,7590000,3340000
Myanmar,2000,9650000,14900000,7830000,3380000
Myanmar,2001,9670000,15100000,8080000,3420000
Myanmar,2002,9670000,15300000,8330000,3460000
Myanmar,2003,9630000,15500000,8580000,3510000
Myanmar,2004,9540000,15700000,8840000,3550000
Myanmar,2005,9450000,15800000,9100000,3600000
Myanmar,2006,9370000,16000000,9360000,3650000
Myanmar,2007,9300000,16100000,9620000,3710000
Myanmar,2008,9220000,16100000,9870000,3750000
Myanmar,2009,9170000,16200000,10100000,3830000
Myanmar,2010,9150000,16300000,10300000,3930000
Myanmar,2011,9140000,16400000,10600000,4060000
Myanmar,2012,9120000,16500000,10800000,4190000
Myanmar,2013,9100000,16600000,11000000,4330000
Myanmar,2014,9090000,16700000,11300000,4480000
Myanmar,2015,9080000,16800000,11500000,4630000
Myanmar,2016,9080000,16900000,11700000,4790000
Myanmar,2017,9100000,17000000,11900000,4960000
Myanmar,2018,9120000,17100000,12100000,5130000
Myanmar,2019,9110000,17100000,12300000,5300000
Myanmar,2020,9070000,17100000,12500000,5480000
Myanmar,2021,9020000,17200000,12700000,5650000
Myanmar,2022,8940000,17300000,12900000,5830000
Myanmar,2023,8860000,17300000,13100000,6020000
Myanmar,2024,8800000,17300000,13400000,6220000
Namibia,1950,131100,151000,80300,33900
Namibia,1951,132200,151000,81300,34500
Namibia,1952,133600,151000,82300,35000
Namibia,1953,135600,151000,83500,35500
Namibia,1954,137900,150000,84600,36000
Namibia,1955,140500,150000,85600,36600
Namibia,1956,143500,150000,86600,37200
Namibia,1957,146700,150000,87500,37900
Namibia,1958,150300,150000,88500,38600
Namibia,1959,154200,151000,89400,39400
Namibia,1960,158400,152000,90400,40200
Namibia,1961,163300,154000,91300,41000
Namibia,1962,167300,156000,92200,42000
Namibia,1963,172000,159000,93200,42900
Namibia,1964,176700,163000,94300,43900
Namibia,1965,182300,168000,95600,44800
Namibia,1966,186800,173000,97000,45700
Namibia,1967,192500,178000,98600,46500
Namibia,1968,198300,183000,100000,47400
Namibia,1969,205300,189000,102000,48300
Namibia,1970,211300,196000,104000,49300
Namibia,1971,218500,203000,105000,50200
Namibia,1972,225700,210000,107000,51300
Namibia,1973,232900,217000,108000,52400
Namibia,1974,241300,225000,109000,53500
Namibia,1975,248800,232000,111000,54600
Namibia,1976,257300,239000,112000,55800
Namibia,1977,264800,245000,114000,57000
Namibia,1978,269700,245000,114000,58100
Namibia,1979,275000,245000,115000,59200
Namibia,1980,280000,247000,115000,60200
Namibia,1981,283000,245000,116000,61000
Namibia,1982,287000,247000,117000,61700
Namibia,1983,293000,256000,119000,62600
Namibia,1984,299000,265000,123000,63500
Namibia,1985,307000,276000,126000,64500
Namibia,1986,317000,289000,130000,65500
Namibia,1987,327000,304000,134000,66600
Namibia,1988,340000,321000,139000,67800
Namibia,1989,361000,361000,149000,69400
Namibia,1990,383000,401000,160000,70900
Namibia,1991,398000,419000,165000,71900
Namibia,1992,413000,435000,171000,73000
Namibia,1993,426000,451000,178000,74400
Namibia,1994,437000,467000,184000,76000
Namibia,1995,441000,483000,191000,77700
Namibia,1996,442000,499000,198000,79500
Namibia,1997,441000,515000,204000,81400
Namibia,1998,443000,530000,211000,83400
Namibia,1999,448000,545000,218000,85600
Namibia,2000,454000,558000,224000,87700
Namibia,2001,462000,571000,231000,89700
Namibia,2002,470000,583000,236000,91400
Namibia,2003,476000,593000,243000,93300
Namibia,2004,481000,601000,250000,95500
Namibia,2005,488000,610000,257000,98000
Namibia,2006,498000,618000,265000,101000
Namibia,2007,511000,627000,273000,104000
Namibia,2008,522000,638000,281000,106000
Namibia,2009,533000,650000,290000,109000
Namibia,2010,541000,665000,299000,112000
Namibia,2011,545000,685000,307000,115000
Namibia,2012,551000,707000,317000,118000
Namibia,2013,561000,732000,328000,121000
Namibia,2014,572000,756000,339000,125000
Namibia,2015,584000,778000,352000,128000
Namibia,2016,596000,798000,365000,132000
Namibia,2017,608000,818000,378000,136000
Namibia,2018,620000,839000,393000,141000
Namibia,2019,630000,861000,407000,146000
Namibia,2020,643000,883000,422000,153000
Namibia,2021,660000,904000,437000,158000
Namibia,2022,677000,922000,453000,164000
Namibia,2023,686000,942000,469000,171000
Namibia,2024,690000,960000,487000,179000
Nauru,1950,842,889,427,374
Nauru,1951,849,958,447,358
Nauru,1952,858,1040,461,337
Nauru,1953,875,1120,468,318
Nauru,1954,904,1190,480,307
Nauru,1955,937,1260,508,292
Nauru,1956,965,1360,543,284
Nauru,1957,996,1450,576,275
Nauru,1958,1030,1530,607,267
Nauru,1959,1040,1610,650,260
Nauru,1960,1050,1680,700,251
Nauru,1961,1070,1740,753,241
Nauru,1962,1090,1820,796,229
Nauru,1963,1130,1910,823,224
Nauru,1964,1200,2020,854,220
Nauru,1965,1280,2110,889,214
Nauru,1966,1330,2140,936,216
Nauru,1967,1330,2100,987,223
Nauru,1968,1410,1960,1110,180
Nauru,1969,1510,1760,1280,134
Nauru,1970,1500,1670,1400,131
Nauru,1971,1460,1630,1480,136
Nauru,1972,1430,1620,1550,145
Nauru,1973,1400,1630,1620,155
Nauru,1974,1410,1670,1660,173
Nauru,1975,1460,1730,1690,200
Nauru,1976,1530,1790,1740,224
Nauru,1977,1590,1900,1740,267
Nauru,1978,1660,2080,1710,334
Nauru,1979,1700,2240,1670,410
Nauru,1980,1730,2390,1610,484
Nauru,1981,1720,2510,1560,553
Nauru,1982,1700,2590,1520,621
Nauru,1983,1700,2620,1500,655
Nauru,1984,1780,2640,1480,647
Nauru,1985,1900,2680,1460,623
Nauru,1986,2020,2730,1440,590
Nauru,1987,2150,2800,1420,552
Nauru,1988,2260,2880,1400,514
Nauru,1989,2350,2970,1390,462
Nauru,1990,2410,3060,1380,409
Nauru,1991,2440,3150,1380,349
Nauru,1992,2450,3200,1400,311
Nauru,1993,2440,3190,1440,312
Nauru,1994,2440,3150,1480,316
Nauru,1995,2450,3130,1510,317
Nauru,1996,2480,3110,1540,321
Nauru,1997,2510,3110,1560,324
Nauru,1998,2520,3120,1590,318
Nauru,1999,2500,3140,1610,307
Nauru,2000,2470,3170,1640,295
Nauru,2001,2400,3200,1660,277
Nauru,2002,2330,3220,1690,262
Nauru,2003,2310,3220,1720,261
Nauru,2004,2340,3210,1760,266
Nauru,2005,2370,3200,1790,266
Nauru,2006,2410,3210,1810,272
Nauru,2007,2450,3230,1810,276
Nauru,2008,2460,3280,1800,274
Nauru,2009,2460,3340,1770,275
Nauru,2010,2480,3410,1730,283
Nauru,2011,2510,3460,1680,292
Nauru,2012,2570,3510,1660,306
Nauru,2013,2630,3560,1680,333
Nauru,2014,2670,3610,1690,362
Nauru,2015,2680,3670,1700,386
Nauru,2016,2660,3740,1720,410
Nauru,2017,2620,3810,1740,438
Nauru,2018,2570,3880,1760,471
Nauru,2019,2550,3900,1790,488
Nauru,2020,2540,3870,1820,497
Nauru,2021,2530,3820,1860,514
Nauru,2022,2570,3740,1920,544
Nauru,2023,2630,3640,1990,577
Nauru,2024,2700,3560,2050,612
Nepal,1950,2220000,2490000,1250000,386000
Nepal,1951,2260000,2540000,1280000,397000
Nepal,1952,2300000,2580000,1310000,409000
Nepal,1953,2330000,2630000,1340000,421000
Nepal,1954,2360000,2660000,1370000,432000
Nepal,1955,2410000,2700000,1410000,444000
Nepal,1956,2450000,2740000,1440000,456000
Nepal,1957,2500000,2770000,1470000,468000
Nepal,1958,2560000,2810000,1500000,481000
Nepal,1959,2610000,2840000,1530000,494000
Nepal,1960,2650000,2890000,1560000,508000
Nepal,1961,2700000,2940000,1590000,522000
Nepal,1962,2750000,3000000,1620000,537000
Nepal,1963,2810000,3060000,1660000,553000
Nepal,1964,2870000,3130000,1690000,569000
Nepal,1965,2940000,3190000,1720000,586000
Nepal,1966,3010000,3260000,1760000,603000
Nepal,1967,3070000,3330000,1790000,621000
Nepal,1968,3130000,3420000,1830000,638000
Nepal,1969,3200000,3500000,1860000,657000
Nepal,1970,3260000,3580000,1900000,675000
Nepal,1971,3330000,3660000,1930000,694000
Nepal,1972,3390000,3740000,1970000,714000
Nepal,1973,3460000,3830000,2010000,733000
Nepal,1974,3530000,3920000,2040000,754000
Nepal,1975,3600000,4000000,2080000,775000
Nepal,1976,3680000,4090000,2120000,796000
Nepal,1977,3760000,4180000,2160000,818000
Nepal,1978,3860000,4270000,2200000,841000
Nepal,1979,3960000,4370000,2240000,864000
Nepal,1980,4040000,4470000,2290000,887000
Nepal,1981,4140000,4560000,2340000,910000
Nepal,1982,4240000,4660000,2400000,933000
Nepal,1983,4360000,4760000,2460000,956000
Nepal,1984,4460000,4850000,2520000,980000
Nepal,1985,4570000,4950000,2580000,1000000
Nepal,1986,4680000,5040000,2640000,1030000
Nepal,1987,4790000,5120000,2690000,1050000
Nepal,1988,4890000,5200000,2760000,1070000
Nepal,1989,5000000,5290000,2820000,1100000
Nepal,1990,5120000,5410000,2890000,1130000
Nepal,1991,5250000,5560000,2970000,1160000
Nepal,1992,5390000,5740000,3050000,1190000
Nepal,1993,5530000,5900000,3140000,1220000
Nepal,1994,5680000,6040000,3220000,1250000
Nepal,1995,5830000,6180000,3290000,1280000
Nepal,1996,5940000,6300000,3360000,1320000
Nepal,1997,6040000,6430000,3440000,1350000
Nepal,1998,6110000,6560000,3510000,1390000
Nepal,1999,6150000,6690000,3580000,1420000
Nepal,2000,6190000,6810000,3650000,1460000
Nepal,2001,6220000,6930000,3710000,1500000
Nepal,2002,6230000,7060000,3780000,1550000
Nepal,2003,6230000,7200000,3850000,1610000
Nepal,2004,6220000,7330000,3920000,1660000
Nepal,2005,6210000,7460000,3990000,1720000
Nepal,2006,6200000,7570000,4070000,1770000
Nepal,2007,6190000,7670000,4140000,1830000
Nepal,2008,6200000,7770000,4200000,1890000
Nepal,2009,6210000,7870000,4270000,1960000
Nepal,2010,6240000,7970000,4340000,2020000
Nepal,2011,6270000,8040000,4410000,2080000
Nepal,2012,6300000,8060000,4460000,2140000
Nepal,2013,6300000,8110000,4510000,2210000
Nepal,2014,6300000,8190000,4560000,2270000
Nepal,2015,6280000,8350000,4610000,2330000
Nepal,2016,6250000,8500000,4670000,2390000
Nepal,2017,6190000,8600000,4720000,2450000
Nepal,2018,6130000,8700000,4770000,2510000
Nepal,2019,6050000,8970000,4910000,2570000
Nepal,2020,5960000,9360000,5150000,2630000
Nepal,2021,5910000,9690000,5350000,2680000
Nepal,2022,5880000,9840000,5470000,2730000
Nepal,2023,5790000,9800000,5570000,2790000
Nepal,2024,5700000,9770000,5660000,2840000
Netherlands,1950,2020000,2970000,2210000,1160000
Netherlands,1951,2000000,2990000,2250000,1190000
Netherlands,1952,1950000,3000000,2290000,1220000
Netherlands,1953,1930000,3000000,2320000,1260000
Netherlands,1954,1920000,3000000,2360000,1290000
Netherlands,1955,1930000,3010000,2390000,1330000
Netherlands,1956,1940000,3020000,2410000,1360000
Netherlands,1957,1960000,3030000,2440000,1400000
Netherlands,1958,2000000,3060000,2460000,1430000
Netherlands,1959,2030000,3090000,2490000,1470000
Netherlands,1960,2060000,3100000,2520000,1510000
Netherlands,1961,2140000,3110000,2560000,1550000
Netherlands,1962,2240000,3130000,2590000,1590000
Netherlands,1963,2320000,3160000,2630000,1630000
Netherlands,1964,2360000,3200000,2660000,1670000
Netherlands,1965,2400000,3250000,2680000,1710000
Netherlands,1966,2400000,3340000,2710000,1750000
Netherlands,1967,2350000,3440000,2730000,1790000
Netherlands,1968,2320000,3530000,2740000,1820000
Netherlands,1969,2300000,3610000,2760000,1860000
Netherlands,1970,2300000,3700000,2790000,1900000
Netherlands,1971,2300000,3770000,2810000,1930000
Netherlands,1972,2300000,3850000,2840000,1960000
Netherlands,1973,2280000,3920000,2850000,2000000
Netherlands,1974,2240000,3990000,2870000,2030000
Netherlands,1975,2200000,4080000,2890000,2070000
Netherlands,1976,2170000,4160000,2920000,2100000
Netherlands,1977,2140000,4240000,2940000,2130000
Netherlands,1978,2120000,4320000,2970000,2160000
Netherlands,1979,2130000,4400000,3000000,2180000
Netherlands,1980,2150000,4490000,3030000,2220000
Netherlands,1981,2150000,4570000,3050000,2270000
Netherlands,1982,2150000,4650000,3070000,2310000
Netherlands,1983,2130000,4710000,3100000,2350000
Netherlands,1984,2130000,4780000,3140000,2390000
Netherlands,1985,2130000,4850000,3180000,2430000
Netherlands,1986,2130000,4890000,3250000,2460000
Netherlands,1987,2120000,4900000,3360000,2490000
Netherlands,1988,2110000,4920000,3450000,2530000
Netherlands,1989,2070000,4940000,3530000,2560000
Netherlands,1990,2030000,4990000,3610000,2590000
Netherlands,1991,2000000,5040000,3680000,2630000
Netherlands,1992,1960000,5070000,3750000,2660000
Netherlands,1993,1940000,5080000,3830000,2690000
Netherlands,1994,1930000,5060000,3900000,2710000
Netherlands,1995,1930000,5030000,3980000,2740000
Netherlands,1996,1930000,4980000,4060000,2770000
Netherlands,1997,1920000,4930000,4140000,2790000
Netherlands,1998,1930000,4890000,4220000,2820000
Netherlands,1999,1940000,4850000,4310000,2860000
Netherlands,2000,1960000,4810000,4400000,2890000
Netherlands,2001,1970000,4770000,4490000,2930000
Netherlands,2002,2000000,4710000,4580000,2970000
Netherlands,2003,2020000,4640000,4660000,3020000
Netherlands,2004,2020000,4560000,4730000,3080000
Netherlands,2005,2010000,4480000,4800000,3140000
Netherlands,2006,2000000,4400000,4840000,3230000
Netherlands,2007,1990000,4340000,4840000,3340000
Netherlands,2008,1980000,4300000,4850000,3450000
Netherlands,2009,1970000,4260000,4880000,3550000
Netherlands,2010,1960000,4230000,4920000,3640000
Netherlands,2011,1950000,4200000,4960000,3730000
Netherlands,2012,1940000,4180000,4970000,3820000
Netherlands,2013,1930000,4170000,4970000,3910000
Netherlands,2014,1920000,4180000,4960000,4000000
Netherlands,2015,1920000,4210000,4940000,4090000
Netherlands,2016,1930000,4250000,4910000,4180000
Netherlands,2017,1940000,4300000,4880000,4270000
Netherlands,2018,1950000,4360000,4850000,4360000
Netherlands,2019,1940000,4420000,4820000,4460000
Netherlands,2020,1920000,4490000,4790000,4560000
Netherlands,2021,1910000,4550000,4760000,4650000
Netherlands,2022,1910000,4650000,4730000,4750000
Netherlands,2023,1910000,4760000,4700000,4860000
Netherlands,2024,1900000,4830000,4670000,4980000
New Caledonia,1950,14960,19600,10900,4400
New Caledonia,1951,15300,19700,11200,4290
New Caledonia,1952,15640,19900,11500,4230
New Caledonia,1953,15980,20000,11900,4210
New Caledonia,1954,16330,20100,12200,4200
New Caledonia,1955,16710,20300,12500,4210
New Caledonia,1956,17150,20500,12800,4240
New Caledonia,1957,17630,21000,13100,4280
New Caledonia,1958,18220,21700,13500,4330
New Caledonia,1959,18800,22400,13800,4410
New Caledonia,1960,19500,23200,14200,4500
New Caledonia,1961,20220,24000,14600,4610
New Caledonia,1962,21000,24800,14900,4730
New Caledonia,1963,21800,25500,15300,4870
New Caledonia,1964,22600,26100,15600,5010
New Caledonia,1965,23300,26800,15900,5130
New Caledonia,1966,23900,27600,16200,5270
New Caledonia,1967,24570,28400,16500,5420
New Caledonia,1968,25130,29300,16800,5580
New Caledonia,1969,25900,30600,17100,5700
New Caledonia,1970,27000,32100,17400,5920
New Caledonia,1971,28300,33500,18100,6300
New Caledonia,1972,29700,35000,18700,6710
New Caledonia,1973,31300,36500,19300,7150
New Caledonia,1974,32900,38000,20000,7600
New Caledonia,1975,34400,39600,20800,8050
New Caledonia,1976,35400,40900,21500,8390
New Caledonia,1977,35500,41800,22100,8580
New Caledonia,1978,35500,42400,22600,8720
New Caledonia,1979,35400,43100,23100,8840
New Caledonia,1980,35500,43800,23600,8970
New Caledonia,1981,35600,44400,24100,9110
New Caledonia,1982,35800,45000,24700,9240
New Caledonia,1983,35900,45800,25400,9420
New Caledonia,1984,36200,46900,26200,9700
New Caledonia,1985,36300,48200,27100,10000
New Caledonia,1986,36400,49500,28000,10400
New Caledonia,1987,36800,51000,28900,10800
New Caledonia,1988,37300,52400,29700,11300
New Caledonia,1989,38400,53500,30800,11600
New Caledonia,1990,39700,54900,32000,11900
New Caledonia,1991,40400,57300,33100,12400
New Caledonia,1992,41000,59700,34200,12900
New Caledonia,1993,41300,62100,35300,13500
New Caledonia,1994,41400,64500,36500,14000
New Caledonia,1995,41500,66800,37700,14600
New Caledonia,1996,41600,68900,38900,15200
New Caledonia,1997,41700,70600,40100,15900
New Caledonia,1998,42000,72000,41300,16700
New Caledonia,1999,42200,73400,42600,17500
New Caledonia,2000,42500,74600,43900,18400
New Caledonia,2001,42700,75800,45300,19400
New Caledonia,2002,43000,76900,46800,20300
New Caledonia,2003,43300,77800,48300,21400
New Caledonia,2004,43800,78600,49900,22400
New Caledonia,2005,44200,78900,51400,23500
New Caledonia,2006,44300,79100,53100,24600
New Caledonia,2007,44200,79500,55100,25800
New Caledonia,2008,43900,79700,57200,27100
New Caledonia,2009,43900,80000,59300,28300
New Caledonia,2010,44300,81000,61300,29400
New Caledonia,2011,44700,82200,63300,30600
New Caledonia,2012,45300,83200,65500,31900
New Caledonia,2013,45900,84100,67800,33200
New Caledonia,2014,46200,84700,70000,34400
New Caledonia,2015,45700,84700,71400,35600
New Caledonia,2016,44800,84400,72300,36700
New Caledonia,2017,44200,84000,73000,37900
New Caledonia,2018,43700,83400,73500,39100
New Caledonia,2019,43200,82900,74000,40400
New Caledonia,2020,42700,82700,74600,41700
New Caledonia,2021,42300,82700,75200,43000
New Caledonia,2022,42100,82800,76000,44600
